epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,521.929,1.50035,1.65711,1.47289,0.60058,0.48676,0.50323,0.23347,1.84329,1.93917,1.75656,0.008515,0.008515,0.008515
17,554.491,1.49792,1.64867,1.47624,0.57608,0.47895,0.49369,0.23058,1.85434,1.98,1.73669,0.008416,0.008416,0.008416
18,586.942,1.46101,1.63516,1.46253,0.62217,0.52458,0.5461,0.25187,1.86713,1.85449,1.76524,0.008317,0.008317,0.008317
19,619.562,1.42774,1.59134,1.45159,0.53579,0.47289,0.46993,0.20688,2.01437,2.05597,1.83765,0.008218,0.008218,0.008218
20,652.194,1.47976,1.63561,1.48531,0.60519,0.51289,0.53072,0.24911,1.84376,1.89138,1.74106,0.008119,0.008119,0.008119
21,683.88,1.44657,1.55559,1.46168,0.65874,0.49496,0.52624,0.24445,1.91009,1.98364,1.79895,0.00802,0.00802,0.00802
22,715.614,1.44256,1.5223,1.43816,0.65559,0.50065,0.54525,0.25206,1.82977,1.79565,1.70061,0.007921,0.007921,0.007921
23,748.84,1.47067,1.5739,1.46671,0.61012,0.49928,0.51508,0.24096,1.89006,1.88996,1.74123,0.007822,0.007822,0.007822
24,781.935,1.47246,1.58075,1.46541,0.66925,0.48605,0.53967,0.25288,1.83152,1.79523,1.74262,0.007723,0.007723,0.007723
25,813.83,1.45117,1.54527,1.45488,0.61636,0.51902,0.53973,0.24935,1.85288,1.8597,1.73447,0.007624,0.007624,0.007624
26,846.527,1.41911,1.50596,1.4364,0.56665,0.49911,0.52421,0.25074,1.8523,1.8233,1.73382,0.007525,0.007525,0.007525
27,879.923,1.44501,1.52022,1.43122,0.63263,0.5347,0.56042,0.27173,1.81936,1.77236,1.74709,0.007426,0.007426,0.007426
28,912.192,1.39461,1.4802,1.40789,0.62103,0.53354,0.5523,0.26687,1.8611,1.77247,1.73271,0.007327,0.007327,0.007327
29,944.356,1.40977,1.48124,1.42114,0.62986,0.53636,0.56862,0.27823,1.76894,1.74704,1.6975,0.007228,0.007228,0.007228
30,977.71,1.3846,1.45525,1.39206,0.60898,0.49897,0.52464,0.24344,1.83821,1.90316,1.7446,0.007129,0.007129,0.007129
31,1009.5,1.422,1.46343,1.43047,0.65562,0.50934,0.5456,0.25612,1.9198,1.84182,1.79602,0.00703,0.00703,0.00703
32,1041.83,1.40486,1.42995,1.40631,0.66111,0.54036,0.5725,0.28038,1.79907,1.7492,1.6939,0.006931,0.006931,0.006931
33,1074.51,1.40336,1.44512,1.42729,0.65044,0.53444,0.56197,0.26356,1.82482,1.79175,1.73546,0.006832,0.006832,0.006832
34,1107.24,1.37877,1.42082,1.39591,0.67594,0.53597,0.58457,0.2767,1.85386,1.75925,1.73387,0.006733,0.006733,0.006733
35,1140.36,1.37359,1.37852,1.39159,0.66777,0.51639,0.56159,0.25857,1.8979,1.88483,1.75879,0.006634,0.006634,0.006634
36,1172.57,1.37096,1.40947,1.40277,0.72031,0.56811,0.62763,0.29818,1.77436,1.67605,1.7013,0.006535,0.006535,0.006535
37,1207.29,1.34975,1.39069,1.38305,0.69195,0.56495,0.60761,0.29197,1.76526,1.63993,1.67756,0.006436,0.006436,0.006436
38,1240.65,1.35163,1.36466,1.38032,0.64542,0.55589,0.58091,0.27559,1.84219,1.68098,1.72096,0.006337,0.006337,0.006337
39,1272.72,1.32167,1.3359,1.36089,0.67614,0.54735,0.58108,0.27074,1.85559,1.70962,1.73208,0.006238,0.006238,0.006238
40,1306.56,1.35527,1.38396,1.37725,0.73584,0.54743,0.61258,0.29656,1.77391,1.64716,1.67049,0.006139,0.006139,0.006139
41,1339.88,1.34726,1.35965,1.37397,0.66905,0.56348,0.59867,0.29533,1.76933,1.65657,1.67489,0.00604,0.00604,0.00604
42,1372.65,1.35109,1.3671,1.37302,0.70739,0.51466,0.57778,0.27572,1.87715,1.70562,1.73406,0.005941,0.005941,0.005941
43,1407.11,1.34574,1.35064,1.3661,0.64478,0.55126,0.5888,0.28333,1.81631,1.63075,1.68535,0.005842,0.005842,0.005842
44,1439.83,1.33696,1.30836,1.35975,0.70177,0.59019,0.62461,0.29731,1.78663,1.60231,1.69496,0.005743,0.005743,0.005743
45,1473.04,1.33034,1.29933,1.37084,0.68946,0.52344,0.57425,0.26077,1.866,1.7814,1.72624,0.005644,0.005644,0.005644
46,1507.78,1.28404,1.27627,1.32951,0.71875,0.57757,0.63474,0.30914,1.73988,1.62064,1.64582,0.005545,0.005545,0.005545
47,1540.68,1.28853,1.26323,1.33452,0.71212,0.587,0.63926,0.303,1.82797,1.62101,1.71835,0.005446,0.005446,0.005446
48,1573.53,1.27017,1.26556,1.32255,0.70666,0.59142,0.63032,0.30431,1.77209,1.59306,1.66286,0.005347,0.005347,0.005347
49,1607.9,1.27461,1.24399,1.32735,0.73194,0.56967,0.6278,0.30101,1.80736,1.64179,1.69979,0.005248,0.005248,0.005248
50,1640.67,1.26515,1.24283,1.31986,0.69618,0.59483,0.62317,0.29823,1.77763,1.56285,1.67939,0.005149,0.005149,0.005149
51,1673.84,1.27571,1.24524,1.32908,0.69156,0.55409,0.60284,0.29092,1.80306,1.6718,1.68877,0.00505,0.00505,0.00505
52,1707.89,1.25232,1.22904,1.31017,0.69188,0.58406,0.6407,0.31358,1.75256,1.54181,1.6469,0.004951,0.004951,0.004951
53,1741.59,1.27242,1.23965,1.31846,0.69137,0.57378,0.62489,0.29459,1.79331,1.66164,1.67794,0.004852,0.004852,0.004852
54,1774.04,1.24463,1.19232,1.29856,0.70532,0.59669,0.63631,0.31018,1.758,1.53374,1.658,0.004753,0.004753,0.004753
55,1808.39,1.24374,1.17481,1.29687,0.73485,0.58524,0.64287,0.31273,1.779,1.54237,1.6675,0.004654,0.004654,0.004654
56,1841.92,1.24713,1.18417,1.29409,0.72979,0.59554,0.66007,0.32971,1.73345,1.5055,1.63628,0.004555,0.004555,0.004555
57,1875.03,1.25212,1.18282,1.2947,0.67987,0.60378,0.64513,0.30376,1.82537,1.55397,1.69777,0.004456,0.004456,0.004456
58,1908.92,1.23755,1.16243,1.3074,0.74234,0.59183,0.65383,0.32051,1.73932,1.51851,1.64455,0.004357,0.004357,0.004357
59,1942.03,1.22787,1.17055,1.28414,0.67508,0.60555,0.6376,0.31463,1.75718,1.53702,1.65537,0.004258,0.004258,0.004258
60,1974.95,1.23174,1.14151,1.29394,0.73154,0.59994,0.64881,0.31697,1.76236,1.55562,1.66426,0.004159,0.004159,0.004159
61,2009.66,1.19334,1.11546,1.26389,0.74885,0.5852,0.64098,0.30086,1.82222,1.5652,1.72534,0.00406,0.00406,0.00406
62,2043.07,1.19829,1.09259,1.26885,0.71312,0.58576,0.63479,0.31264,1.77853,1.55486,1.67218,0.003961,0.003961,0.003961
63,2075.73,1.19025,1.11985,1.26238,0.72203,0.60131,0.64962,0.3143,1.7708,1.55385,1.65026,0.003862,0.003862,0.003862
64,2110.86,1.19622,1.11743,1.27302,0.70643,0.6205,0.64776,0.31415,1.77905,1.51401,1.68284,0.003763,0.003763,0.003763
65,2144.6,1.1704,1.05917,1.24423,0.73977,0.61535,0.66595,0.3294,1.75324,1.47976,1.63734,0.003664,0.003664,0.003664
66,2177.58,1.17396,1.06335,1.2438,0.73239,0.61565,0.65518,0.31548,1.78364,1.49311,1.66934,0.003565,0.003565,0.003565
67,2212.51,1.14795,1.04381,1.23158,0.75569,0.61974,0.66834,0.33504,1.74069,1.44933,1.63852,0.003466,0.003466,0.003466
68,2246.2,1.14872,1.02881,1.23407,0.73924,0.609,0.65649,0.32343,1.78161,1.50098,1.66909,0.003367,0.003367,0.003367
69,2279.53,1.15381,1.04119,1.23613,0.76801,0.60751,0.66503,0.32593,1.72459,1.5093,1.62943,0.003268,0.003268,0.003268
70,2314.48,1.15791,1.04189,1.22823,0.74435,0.59492,0.65301,0.31257,1.79347,1.51094,1.69242,0.003169,0.003169,0.003169
71,2347.48,1.13138,1.01989,1.23539,0.75301,0.60674,0.66784,0.33117,1.71497,1.50739,1.61997,0.00307,0.00307,0.00307
72,2380.62,1.13619,1.0088,1.23257,0.77699,0.60166,0.6736,0.32498,1.77851,1.51375,1.65919,0.002971,0.002971,0.002971
73,2414.77,1.13595,1.01661,1.22919,0.74307,0.62181,0.67193,0.33343,1.74493,1.48067,1.64306,0.002872,0.002872,0.002872
74,2448.34,1.12037,1.00542,1.22016,0.77516,0.61799,0.67622,0.34775,1.72092,1.46519,1.62452,0.002773,0.002773,0.002773
75,2481.46,1.11536,1.00386,1.21275,0.79198,0.61445,0.6823,0.33982,1.7242,1.42797,1.64182,0.002674,0.002674,0.002674
76,2515.01,1.11416,0.99812,1.21211,0.76358,0.6344,0.68735,0.33795,1.75021,1.45216,1.66457,0.002575,0.002575,0.002575
77,2548.6,1.11843,1.00367,1.2152,0.77351,0.61627,0.68027,0.33569,1.7597,1.50574,1.65358,0.002476,0.002476,0.002476
78,2581.98,1.09852,0.96814,1.20855,0.77778,0.61661,0.67498,0.33356,1.76422,1.45777,1.67186,0.002377,0.002377,0.002377
79,2614.42,1.10367,0.99049,1.22191,0.78072,0.60055,0.67045,0.33159,1.76704,1.53778,1.66246,0.002278,0.002278,0.002278
80,2648.74,1.09764,0.99822,1.20924,0.76344,0.62678,0.68287,0.346,1.71749,1.41194,1.64196,0.002179,0.002179,0.002179
81,2681.78,1.07627,0.94206,1.1926,0.74511,0.63264,0.68605,0.33735,1.759,1.43289,1.67364,0.00208,0.00208,0.00208
82,2714.7,1.08211,0.96189,1.19692,0.80125,0.63631,0.69787,0.3554,1.7051,1.38334,1.6266,0.001981,0.001981,0.001981
83,2749.26,1.07866,0.93674,1.18082,0.82221,0.60941,0.69555,0.34705,1.72352,1.44563,1.62904,0.001882,0.001882,0.001882
84,2781.89,1.07463,0.95046,1.19903,0.77688,0.62207,0.68156,0.34103,1.73794,1.44705,1.6333,0.001783,0.001783,0.001783
85,2814.75,1.0908,0.9433,1.1892,0.75004,0.64862,0.69273,0.3505,1.71281,1.41531,1.62814,0.001684,0.001684,0.001684
86,2847.43,1.07883,0.91371,1.18122,0.7602,0.64357,0.69438,0.35048,1.723,1.40494,1.63832,0.001585,0.001585,0.001585
87,2881.99,1.039,0.91133,1.16219,0.78168,0.64822,0.70166,0.35074,1.73171,1.40237,1.63339,0.001486,0.001486,0.001486
88,2914.52,1.04066,0.89891,1.16672,0.77014,0.65059,0.69904,0.35581,1.7167,1.39765,1.61644,0.001387,0.001387,0.001387
89,2947.87,1.05915,0.90101,1.16177,0.76955,0.64645,0.70134,0.35005,1.71423,1.3977,1.62302,0.001288,0.001288,0.001288
90,2982.27,1.00788,0.88201,1.15374,0.83017,0.61845,0.70665,0.35713,1.70145,1.36142,1.61288,0.001189,0.001189,0.001189
91,3016.92,1.02917,0.82407,1.18003,0.82045,0.62807,0.70046,0.34925,1.70886,1.4161,1.62381,0.00109,0.00109,0.00109
92,3048.4,1.01696,0.79414,1.1696,0.78492,0.64405,0.69592,0.35123,1.71905,1.41044,1.62515,0.000991,0.000991,0.000991
93,3080.61,0.99588,0.77774,1.15424,0.8282,0.61513,0.69257,0.35334,1.71596,1.40988,1.63363,0.000892,0.000892,0.000892
94,3112.18,0.98261,0.77078,1.14687,0.79359,0.64626,0.70683,0.35914,1.71835,1.39034,1.63961,0.000793,0.000793,0.000793
95,3142.8,0.96262,0.72499,1.13623,0.82521,0.6422,0.70862,0.35832,1.71024,1.38245,1.62614,0.000694,0.000694,0.000694
96,3174.17,0.97127,0.75421,1.13841,0.80102,0.64487,0.70621,0.36052,1.70492,1.37842,1.62407,0.000595,0.000595,0.000595
97,3205.24,0.95801,0.73122,1.12916,0.81307,0.63798,0.70282,0.36063,1.70498,1.40487,1.62027,0.000496,0.000496,0.000496
98,3236.58,0.94368,0.7285,1.12508,0.8044,0.65228,0.7072,0.3641,1.69437,1.39476,1.61102,0.000397,0.000397,0.000397
99,3268.19,0.94485,0.72666,1.13535,0.81681,0.64689,0.70318,0.36176,1.71007,1.3875,1.62943,0.000298,0.000298,0.000298
100,3299.29,0.96004,0.72092,1.12729,0.81393,0.65139,0.70506,0.35852,1.72279,1.39261,1.63907,0.000199,0.000199,0.000199
