epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1002.04,1.40739,1.43313,1.46749,0.61875,0.58887,0.59854,0.2959,1.72622,1.59744,1.69152,0.004456,0.004456,0.004456
30,1036.76,1.3835,1.39616,1.44716,0.62742,0.53724,0.57267,0.26917,1.81345,1.68875,1.72779,0.004258,0.004258,0.004258
31,1071.66,1.38149,1.35854,1.44065,0.6869,0.57028,0.60251,0.29466,1.74085,1.59809,1.68418,0.00406,0.00406,0.00406
32,1105.35,1.34932,1.31817,1.41955,0.70895,0.56381,0.6134,0.29593,1.74262,1.54855,1.69234,0.003862,0.003862,0.003862
33,1140.18,1.36042,1.31556,1.43104,0.68246,0.59142,0.61103,0.29311,1.76854,1.59853,1.72468,0.003664,0.003664,0.003664
34,1174.3,1.32142,1.31225,1.4102,0.69793,0.58503,0.62347,0.30591,1.74913,1.51289,1.69326,0.003466,0.003466,0.003466
35,1208.46,1.30215,1.24267,1.39013,0.72472,0.58865,0.64604,0.31103,1.76538,1.53602,1.71281,0.003268,0.003268,0.003268
36,1243.59,1.29108,1.251,1.38744,0.67592,0.60089,0.64443,0.30959,1.74261,1.53355,1.69337,0.00307,0.00307,0.00307
37,1277.46,1.25558,1.2091,1.36066,0.70151,0.61987,0.64156,0.31895,1.74943,1.47382,1.70949,0.002872,0.002872,0.002872
38,1312.32,1.25579,1.1548,1.34876,0.7293,0.61343,0.65949,0.32289,1.73201,1.45025,1.68316,0.002674,0.002674,0.002674
39,1346.35,1.22133,1.12213,1.32642,0.71103,0.59878,0.65201,0.31481,1.76084,1.47534,1.70188,0.002476,0.002476,0.002476
40,1380.17,1.23669,1.15947,1.34767,0.72857,0.63571,0.66725,0.32383,1.74629,1.43097,1.6883,0.002278,0.002278,0.002278
41,1417.93,1.2424,1.06286,1.35396,0.70267,0.6265,0.6603,0.31925,1.74785,1.43411,1.69539,0.00208,0.00208,0.00208
42,1450.68,1.21225,1.0235,1.34862,0.75369,0.61496,0.6821,0.34144,1.70854,1.37236,1.66963,0.001882,0.001882,0.001882
43,1484.85,1.18167,0.95845,1.32817,0.75945,0.63089,0.68085,0.33857,1.72404,1.40219,1.69658,0.001684,0.001684,0.001684
44,1517.86,1.19452,0.94802,1.34844,0.76239,0.64701,0.69174,0.34196,1.70711,1.35832,1.6823,0.001486,0.001486,0.001486
45,1550.83,1.13703,0.91384,1.30721,0.72351,0.61279,0.6633,0.33405,1.72405,1.37972,1.68594,0.001288,0.001288,0.001288
46,1584.57,1.13197,0.87912,1.29232,0.7598,0.65272,0.68842,0.35375,1.70323,1.37621,1.67355,0.00109,0.00109,0.00109
47,1617.99,1.08988,0.83727,1.2627,0.73378,0.64919,0.69213,0.35179,1.71704,1.35691,1.67955,0.000892,0.000892,0.000892
48,1650.93,1.09827,0.85355,1.28062,0.76323,0.66799,0.70572,0.35464,1.71764,1.35554,1.68161,0.000694,0.000694,0.000694
49,1685.12,1.07729,0.8195,1.25684,0.74716,0.65933,0.69187,0.35372,1.713,1.36203,1.67452,0.000496,0.000496,0.000496
50,1717.82,1.0604,0.81703,1.23241,0.75855,0.6652,0.70385,0.35128,1.72422,1.35598,1.68898,0.000298,0.000298,0.000298
